operon_acc	operon_repacc	AgrA_repacc	AgrB_repacc	AgrC_repacc	CC	gp	fs
ERX025510	ERX025483	ERX015344	ERX063815	ERX025483	CC8	gp1	0
ERX025511	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025513	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025514	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025515	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025516	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025517	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025518	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025519	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025521	ERX025521	ERX025521	ERX063815	ERX001214	CC8	gp1	0
ERX025522	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025523	ERX025523	ERX025523	ERX063815	ERX001214	CC8	gp1	1
ERX025524	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025526	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025527	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025528	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025529	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025530	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025531	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025532	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025533	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025534	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025535	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025536	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025538	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025539	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025545	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025546	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025547	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX025548	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025549	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025550	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025551	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025553	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025554	ERX025409	ERX015344	ERX063815	ERX025409	CC8	gp1	0
ERX025555	ERX025555	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025558	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX025564	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX030058	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
ERX030059	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
ERX030060	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
ERX030061	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
ERX030063	ERX030063	ERX015344	ERX030063	ERX001214	Other	gp1	0
ERX030064	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030065	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030066	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030067	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030068	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030071	ERX001290	ERX015344	ERX063815	ERX001290	Other	gp1	0
ERX030073	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030074	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030075	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030076	ERX030076	ERX015878	ERX063815	ERX030076	Other	gp1	0
ERX030077	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030078	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030079	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030080	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030081	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030082	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030085	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030087	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030088	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030089	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030090	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030091	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030092	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX030093	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042871	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042872	ERX042872	ERX015344	ERX063815	ERX042872	CC8	gp1	0
ERX042874	ERX001254	ERX015344	ERX063815	ERX001254	CC8	gp1	0
ERX042875	ERX042875	ERX015344	ERX063815	ERX042875	CC8	gp1	1
ERX042876	ERX001254	ERX015344	ERX063815	ERX001254	CC8	gp1	0
ERX042877	ERX001254	ERX015344	ERX063815	ERX001254	CC8	gp1	0
ERX042878	ERX042878	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX042879	ERX042879	ERX015344	ERX063815	ERX042879	CC8	gp1	0
ERX042880	ERX042879	ERX015344	ERX063815	ERX042879	CC8	gp1	0
ERX042881	ERX042879	ERX015344	ERX063815	ERX042879	CC8	gp1	0
ERX042882	ERX042879	ERX015344	ERX063815	ERX042879	CC8	gp1	0
ERX042885	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
ERX042886	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042887	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042888	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042889	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042890	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042892	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042893	ERX042893	ERX490384	ERX063815	ERX001214	CC8	gp1	0
ERX042894	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042895	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042896	ERX042896	ERX042896	ERX063815	ERX001214	Other	gp1	0
ERX042899	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042900	ERX042900	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042903	ERX001248	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042904	ERX001248	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042905	ERX042905	NA	ERX063815	ERX001214	CC8	gp1	1
ERX042906	ERX001248	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042907	ERX001248	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042908	ERX042908	ERX015344	ERX063815	ERX042908	CC8	gp1	0
ERX042909	ERX042909	ERX015344	ERX063815	ERX030076	Other	gp1	0
ERX042910	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX042911	ERX042911	ERX015344	ERX063815	ERX042911	CC8	gp1	0
ERX042912	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042913	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042914	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042915	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042916	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042917	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042918	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042919	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042920	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042921	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042922	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042923	ERX001270	ERX001270	ERX063815	ERX001290	CC8	gp1	1
ERX042924	ERX001270	ERX001270	ERX063815	ERX001290	CC8	gp1	1
ERX042925	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042926	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042927	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042928	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042929	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042930	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042931	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX042932	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX047886	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047887	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047888	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX047889	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047890	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047891	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047892	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047893	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047894	ERX047894	ERX015344	ERX047894	ERX047894	CC1	gp3	0
ERX047895	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047896	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047897	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047898	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047899	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047900	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX047901	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX050012	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX050013	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX050014	ERX050014	ERX015344	ERX015893	ERX062451	Other	gp2	0
ERX050015	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX050016	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX050017	ERX050017	ERX015344	ERX015344	ERX050017	CC22	gp1	0
ERX050018	ERX050017	ERX015344	ERX015344	ERX050017	CC22	gp1	0
ERX050019	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX061463	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061464	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061465	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061466	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061467	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061468	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061469	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061470	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061471	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061472	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061473	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061474	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061475	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061476	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061477	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061478	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061479	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061480	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061481	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061483	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061484	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061485	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061486	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061487	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061488	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061489	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061490	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061491	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061492	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061493	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061494	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061495	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061496	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061497	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061498	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061499	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061500	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061501	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061502	ERX061502	ERX015878	ERX063815	NA	Other	gp1	1
ERX061505	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061506	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX061507	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061508	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061509	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061510	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061511	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061512	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061513	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061514	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061515	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061516	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061517	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061518	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061519	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061520	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061521	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061522	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061523	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061524	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061525	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061526	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061527	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061528	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061529	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061530	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061531	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061532	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061533	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061534	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061535	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061536	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061537	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061538	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061539	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061540	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061541	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061542	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061543	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061544	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061545	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061546	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061547	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061548	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061549	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061550	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061551	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061552	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061553	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061554	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061555	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061556	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061557	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061558	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061559	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061560	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061561	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061562	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061563	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061564	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061565	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061566	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061567	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061568	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061569	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061570	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061571	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061572	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061573	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061574	ERX061507	ERX015878	ERX061507	ERX062451	CC15	gp2	0
ERX061575	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061576	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061577	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061578	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061579	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061580	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061581	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061582	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061583	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061584	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061585	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061586	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061587	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061588	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061589	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061590	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061591	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061592	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061593	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061594	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061595	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061596	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061597	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061598	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061599	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061600	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061601	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061602	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061603	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061604	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061605	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061606	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061607	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061608	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061609	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061610	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061611	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061612	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061613	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061614	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061615	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061616	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061617	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061618	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061619	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061620	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061621	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061622	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061623	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061624	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061625	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061626	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061627	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061628	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061629	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061630	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX061631	ERX061463	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX062258	ERX062258	ERX015344	ERX015344	ERX062258	CC22	gp1	0
ERX062259	ERX062259	NA	ERX015344	ERX015344	CC22	gp1	0
ERX062260	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062261	ERX062261	SRX463068	ERX015308	ERX015308	CC30	gp3	0
ERX062262	ERX062262	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062263	ERX062263	NA	ERX015344	ERX015344	CC22	gp1	1
ERX062264	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062265	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062266	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062267	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062268	ERX062262	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062269	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062270	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062271	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062272	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062273	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062274	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062275	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062276	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062277	ERX062277	ERX085329	ERX047894	ERX047894	CC1	gp3	0
ERX062278	ERX047894	ERX015344	ERX047894	ERX047894	CC1	gp3	0
ERX062279	ERX062262	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062280	ERX062280	ERX015344	ERX015344	NA	CC22	gp1	1
ERX062281	ERX062281	ERX015344	ERX047894	ERX062281	CC1	gp3	0
ERX062282	ERX062282	NA	ERX015344	ERX015344	CC22	gp1	1
ERX062283	ERX062282	NA	ERX015344	ERX015344	CC22	gp1	1
ERX062284	ERX015308	ERX015344	ERX015308	ERX015308	Other	gp3	0
ERX062285	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062286	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX062287	ERX015308	ERX015344	ERX015308	ERX015308	Other	gp3	0
ERX062288	ERX062288	ERX062288	ERX015344	ERX015344	CC22	gp1	0
ERX062289	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062290	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062291	ERX062291	ERX015344	ERX015344	ERX062291	CC22	gp1	0
ERX062293	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062294	ERX062294	ERX015344	ERX015344	ERX062294	CC22	gp1	1
ERX062295	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062296	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX062297	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
